INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																																																							
23756	±‰“ÏŒÂ…´…Ò≈£	2375	75	9	1	0	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1432	716	1289	1002	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	6	23750																																																																																																					
23759	ŒÂ…´…Ò≈£±¶±¶	2375	75	9	0	1	100	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	100	100	200	100	500	60000	23750	0	23750																																																																																																					
23760	≥…ƒÍŒÂ…´…Ò≈£	2376	85	9	0	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	9	23760																																																																																																					
23761	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1667	1190	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	1	23760																																																																																																					
23762	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	2	23760																																																																																																					
23763	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1288	644	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	3	23760																																																																																																					
23764	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1337	668	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	4	23760																																																																																																					
23765	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1386	693	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	5	23760																																																																																																					
23766	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1435	717	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	6	23760																																																																																																					
23767	±‰“ÏŒÂ…´…Ò≈£	2376	85	9	1	0	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1484	742	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	7	23760																																																																																																					
23769	ŒÂ…´…Ò≈£±¶±¶	2376	85	9	0	1	100	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	60000	23760	0	23760																																																																																																					
23770	≥…ƒÍŒÂ…´…Ò≈£	2377	95	9	0	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	9	23770																																																																																																					
23771	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	1	23770																																																																																																					
23772	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	2	23770																																																																																																					
23773	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1316	658	1184	921	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	3	23770																																																																																																					
23774	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1360	680	1224	952	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	4	23770																																																																																																					
23775	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1404	702	1264	983	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	5	23770																																																																																																					
23776	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1449	724	1304	1014	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	6	23770																																																																																																					
23777	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1493	746	1344	1045	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	7	23770																																																																																																					
23778	±‰“ÏŒÂ…´…Ò≈£	2377	95	9	1	0	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1537	768	1384	1076	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	8	23770																																																																																																					
23779	ŒÂ…´…Ò≈£±¶±¶	2377	95	9	0	1	100	10	694	600000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2388	100	100	200	100	500	60000	23770	0	23770																																																																																																					
23780	≥…ƒÍΩ© ¨	2378	45	9	0	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	150	200	100	500	60000	23780	9	23780																																																																																																					
23781	±‰“ÏΩ© ¨	2378	45	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	50	150	200	100	500	60000	23780	1	23780																																																																																																					
23782	±‰“ÏΩ© ¨	2378	45	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	50	150	200	100	500	60000	23780	2	23780																																																																																																					
23783	±‰“ÏΩ© ¨	2378	45	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	50	150	200	100	500	60000	23780	3	23780																																																																																																					
23789	Ω© ¨±¶±¶	2378	45	9	0	1	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	150	200	100	500	60000	23780	0	23780																																																																																																					
23790	≥…ƒÍΩ© ¨	2379	55	9	0	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	150	200	100	500	60000	23790	9	23790																																																																																																					
23791	±‰“ÏΩ© ¨	2379	55	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	50	150	200	100	500	60000	23790	1	23790																																																																																																					
23792	±‰“ÏΩ© ¨	2379	55	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	50	150	200	100	500	60000	23790	2	23790																																																																																																					
23793	±‰“ÏΩ© ¨	2379	55	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	50	150	200	100	500	60000	23790	3	23790																																																																																																					
23794	±‰“ÏΩ© ¨	2379	55	9	1	0	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	50	150	200	100	500	60000	23790	4	23790																																																																																																					
23799	Ω© ¨±¶±¶	2379	55	9	0	1	1000	10	694	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	150	200	100	500	60000	23790	0	23790																																																																																																					
23800	≥…ƒÍΩ© ¨	2380	65	9	0	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	9	23800																																																																																																					
23801	±‰“ÏΩ© ¨	2380	65	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	1	23800																																																																																																					
23802	±‰“ÏΩ© ¨	2380	65	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	2	23800																																																																																																					
23803	±‰“ÏΩ© ¨	2380	65	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	3	23800																																																																																																					
23804	±‰“ÏΩ© ¨	2380	65	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	4	23800																																																																																																					
23805	±‰“ÏΩ© ¨	2380	65	9	1	0	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	5	23800																																																																																																					
23809	Ω© ¨±¶±¶	2380	65	9	0	1	1000	10	694	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	150	200	100	500	60000	23800	0	23800																																																																																																					
23810	≥…ƒÍΩ© ¨	2381	75	9	0	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	9	23810																																																																																																					
23811	±‰“ÏΩ© ¨	2381	75	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	1	23810																																																																																																					
23812	±‰“ÏΩ© ¨	2381	75	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	2	23810																																																																																																					
23813	±‰“ÏΩ© ¨	2381	75	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	3	23810																																																																																																					
23814	±‰“ÏΩ© ¨	2381	75	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	4	23810																																																																																																					
23815	±‰“ÏΩ© ¨	2381	75	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	5	23810																																																																																																					
23816	±‰“ÏΩ© ¨	2381	75	9	1	0	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	6	23810																																																																																																					
23819	Ω© ¨±¶±¶	2381	75	9	0	1	1000	10	694	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	60000	23810	0	23810																																																																																																					
23820	≥…ƒÍΩ© ¨	2382	85	9	0	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	9	23820																																																																																																					
23821	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	1	23820																																																																																																					
23822	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	2	23820																																																																																																					
23823	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	3	23820																																																																																																					
23824	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	4	23820																																																																																																					
23825	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	5	23820																																																																																																					
23826	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	6	23820																																																																																																					
23827	±‰“ÏΩ© ¨	2382	85	9	1	0	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	7	23820																																																																																																					
23829	Ω© ¨±¶±¶	2382	85	9	0	1	1000	10	694	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	150	200	100	500	60000	23820	0	23820																																																																																																					
23830	≥…ƒÍΩ© ¨	2383	95	9	0	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1608	1301	828	1064	828	1459	1604	1677	1896	2388	50	150	200	100	500	60000	23830	9	23830																																																																																																					
23831	±‰“ÏΩ© ¨	2383	95	9	1	0	1000	10	694	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	50	150	200	100	500	60000	23830	1	23830																																																																																																					
